data,bioma,latitude,longitude,satelite,frp_mw,confianca_pct,indice_risco
2024-07-16,Pantanal,-17.9643,-55.3687,NOAA-20,26.7,87.0,86.1
2024-07-16,Pantanal,-20.6413,-57.5893,GOES-16,11.4,73.0,86.1
2024-07-16,Pantanal,-16.3557,-58.2546,AQUA_M-T,22.4,79.0,86.1
2024-07-16,Pantanal,-16.3497,-57.7011,GOES-16,2.5,84.0,86.1
2024-07-16,Pantanal,-20.6283,-55.1867,AQUA_M-T,4.9,65.0,86.1
2024-07-16,Caatinga,-4.2832,-42.9709,NOAA-20,6.6,74.0,88.1
2024-07-16,Caatinga,-10.4574,-36.2574,METOP-C,6.6,78.0,88.1
2024-07-16,Caatinga,-3.2925,-39.1896,METOP-C,1.9,67.0,88.1
2024-07-16,Caatinga,-11.3648,-36.1455,METOP-C,73.9,69.0,88.1
2024-07-16,Caatinga,-4.8498,-42.5951,AQUA_M-T,7.6,73.0,88.1
2024-07-16,Caatinga,-15.3439,-39.7443,TERRA_M-T,67.5,68.0,88.1
2024-07-16,Caatinga,-5.4383,-37.6396,NOAA-21,17.1,98.0,88.1
2024-07-16,Caatinga,-7.5598,-42.1532,GOES-16,2.4,63.0,88.1
2024-07-16,Caatinga,-15.7251,-41.1999,GOES-16,22.2,60.0,88.1
2024-07-16,Caatinga,-5.5777,-42.6316,TERRA_M-T,23.2,74.0,88.1
2024-07-16,Caatinga,-10.9552,-36.8814,NOAA-20,110.6,84.0,88.1
2024-07-16,Caatinga,-12.4376,-40.6324,GOES-16,0.5,74.0,88.1
2024-07-16,Caatinga,-13.4548,-36.4711,METOP-C,57.3,83.0,88.1
2024-07-16,Caatinga,-10.9436,-38.0998,TERRA_M-T,24.9,79.0,88.1
2024-07-16,Caatinga,-10.1379,-36.6551,GOES-16,151.3,62.0,88.1
2024-07-16,Caatinga,-9.3471,-43.8118,NOAA-20,12.9,100.0,88.1
2024-07-16,Caatinga,-5.8139,-37.3125,METOP-C,2.1,76.0,88.1
2024-07-16,Caatinga,-14.042,-36.2143,TERRA_M-T,73.2,72.0,88.1
2024-07-16,Caatinga,-9.7543,-38.6289,METOP-C,16.4,93.0,88.1
2024-07-16,Caatinga,-15.4506,-37.3978,METOP-C,26.9,71.0,88.1
2024-07-16,Mata Atlantica,-7.4213,-44.8488,NOAA-21,41.5,73.0,82.6
2024-07-16,Mata Atlantica,-8.2359,-45.4667,AQUA_M-T,27.0,64.0,82.6
2024-07-16,Mata Atlantica,-10.1641,-47.8213,AQUA_M-T,32.5,91.0,82.6
2024-07-16,Mata Atlantica,-20.0353,-39.373,NOAA-21,15.4,68.0,82.6
2024-07-16,Mata Atlantica,-18.4944,-40.8038,METOP-C,23.1,70.0,82.6
2024-07-16,Mata Atlantica,-16.6852,-39.5163,TERRA_M-T,82.6,82.0,82.6
2024-07-16,Mata Atlantica,-23.2575,-39.5385,TERRA_M-T,20.2,80.0,82.6
2024-07-16,Mata Atlantica,-8.9663,-44.1379,TERRA_M-T,6.0,94.0,82.6
2024-07-16,Mata Atlantica,-18.2668,-45.8494,TERRA_M-T,37.0,84.0,82.6
2024-07-16,Pampa,-33.0261,-52.5844,TERRA_M-T,40.2,65.0,69.1
2024-07-16,Pampa,-29.0909,-55.677,NOAA-21,188.6,85.0,69.1
2024-07-16,Pampa,-29.3757,-55.6958,GOES-16,18.7,85.0,69.1
2024-07-17,Amazonia,-6.6143,-60.6607,AQUA_M-T,3.2,71.0,87.8
2024-07-17,Amazonia,-3.2618,-52.3457,AQUA_M-T,47.9,96.0,87.8
2024-07-17,Amazonia,-6.2247,-67.2229,AQUA_M-T,4.4,69.0,87.8
2024-07-17,Amazonia,-3.8391,-58.7463,GOES-16,35.4,83.0,87.8
2024-07-17,Amazonia,-3.1661,-64.5266,NOAA-20,13.0,62.0,87.8
2024-07-17,Amazonia,-7.21,-56.0059,AQUA_M-T,28.1,92.0,87.8
2024-07-17,Amazonia,-2.7284,-63.5579,AQUA_M-T,13.3,81.0,87.8
2024-07-17,Amazonia,-7.4315,-51.6016,NOAA-20,2.9,80.0,87.8
2024-07-17,Amazonia,-5.7025,-51.0029,AQUA_M-T,86.3,100.0,87.8
2024-07-17,Amazonia,-8.1707,-56.1736,AQUA_M-T,27.2,95.0,87.8
2024-07-17,Amazonia,-2.6295,-54.9971,NOAA-21,32.0,64.0,87.8
2024-07-17,Amazonia,-6.5187,-55.1817,NOAA-21,36.8,88.0,87.8
2024-07-17,Amazonia,-2.025,-54.7977,TERRA_M-T,11.3,81.0,87.8
2024-07-17,Amazonia,-8.4343,-59.7418,AQUA_M-T,25.6,76.0,87.8
2024-07-17,Amazonia,-7.7493,-63.4117,METOP-C,95.9,95.0,87.8
2024-07-17,Amazonia,-3.7143,-67.2265,TERRA_M-T,17.5,65.0,87.8
2024-07-17,Amazonia,-8.8273,-59.7651,GOES-16,1.3,79.0,87.8
2024-07-17,Amazonia,-4.8444,-65.9029,GOES-16,14.0,79.0,87.8
2024-07-17,Amazonia,-2.4722,-56.1954,NOAA-20,91.3,64.0,87.8
2024-07-17,Amazonia,-2.6962,-53.2514,GOES-16,211.5,100.0,87.8
2024-07-17,Amazonia,-8.7077,-63.0462,NOAA-20,12.7,78.0,87.8
2024-07-17,Amazonia,-8.7447,-59.6949,METOP-C,0.0,69.0,87.8
2024-07-17,Amazonia,-5.8181,-67.877,NOAA-20,29.5,76.0,87.8
2024-07-17,Amazonia,-5.2489,-68.6709,NOAA-21,84.3,59.0,87.8
2024-07-17,Amazonia,-7.9887,-61.0199,AQUA_M-T,3.8,74.0,87.8
2024-07-17,Amazonia,-4.2046,-51.7414,METOP-C,125.2,68.0,87.8
2024-07-17,Amazonia,-6.3367,-56.9053,METOP-C,13.7,70.0,87.8
2024-07-17,Amazonia,-3.4215,-52.0985,GOES-16,22.7,96.0,87.8
2024-07-17,Amazonia,-7.6698,-54.9337,TERRA_M-T,1.8,82.0,87.8
2024-07-17,Amazonia,-2.7657,-65.5235,TERRA_M-T,77.8,70.0,87.8
2024-07-17,Amazonia,-4.1398,-50.3413,NOAA-20,6.9,99.0,87.8
2024-07-17,Amazonia,-5.036,-63.3949,METOP-C,9.0,68.0,87.8
2024-07-17,Amazonia,-7.8533,-61.2203,GOES-16,6.6,84.0,87.8
2024-07-17,Amazonia,-4.649,-51.6771,AQUA_M-T,4.3,83.0,87.8
2024-07-17,Amazonia,-2.2436,-58.9497,GOES-16,98.7,80.0,87.8
2024-07-17,Amazonia,-9.037,-54.2669,METOP-C,2.3,74.0,87.8
2024-07-17,Amazonia,-2.8887,-50.7254,METOP-C,74.4,65.0,87.8
2024-07-17,Amazonia,-3.8824,-62.8503,NOAA-21,12.0,66.0,87.8
2024-07-17,Amazonia,-6.9066,-68.1111,NOAA-20,132.8,88.0,87.8
2024-07-17,Amazonia,-6.2964,-51.4643,GOES-16,3.7,57.0,87.8
2024-07-17,Amazonia,-6.6772,-61.3131,GOES-16,20.9,71.0,87.8
2024-07-17,Amazonia,-4.8765,-63.2522,GOES-16,17.5,91.0,87.8
2024-07-17,Amazonia,-4.2405,-63.3766,NOAA-20,4.8,91.0,87.8
2024-07-17,Amazonia,-3.3211,-69.3133,TERRA_M-T,16.5,87.0,87.8
2024-07-17,Amazonia,-3.9461,-67.284,TERRA_M-T,36.5,100.0,87.8
2024-07-17,Amazonia,-5.8579,-62.1278,METOP-C,50.1,74.0,87.8
2024-07-17,Amazonia,-9.1254,-50.7386,METOP-C,55.4,85.0,87.8
2024-07-17,Amazonia,-2.4376,-51.8834,NOAA-20,70.3,75.0,87.8
2024-07-17,Amazonia,-3.0525,-67.5274,NOAA-20,82.1,74.0,87.8
2024-07-17,Amazonia,-3.3695,-67.2914,GOES-16,73.5,80.0,87.8
2024-07-17,Amazonia,-7.8283,-62.9766,GOES-16,10.7,64.0,87.8
2024-07-17,Amazonia,-7.0328,-63.6864,GOES-16,2.1,64.0,87.8
2024-07-17,Amazonia,-4.8413,-52.9615,AQUA_M-T,10.2,83.0,87.8
2024-07-17,Amazonia,-5.1644,-62.6016,TERRA_M-T,13.4,68.0,87.8
2024-07-17,Amazonia,-4.1217,-68.5839,METOP-C,42.1,72.0,87.8
2024-07-17,Amazonia,-9.0035,-66.1973,TERRA_M-T,27.2,59.0,87.8
2024-07-17,Amazonia,-5.0975,-58.4627,NOAA-20,131.6,81.0,87.8
2024-07-17,Amazonia,-6.3164,-53.3755,METOP-C,65.0,74.0,87.8
2024-07-17,Amazonia,-7.8086,-68.0462,METOP-C,19.7,67.0,87.8
2024-07-17,Amazonia,-4.6244,-51.7169,NOAA-20,12.4,82.0,87.8
2024-07-17,Amazonia,-8.7099,-61.3066,NOAA-20,35.3,79.0,87.8
2024-07-17,Amazonia,-9.2812,-58.4177,TERRA_M-T,9.1,63.0,87.8
2024-07-17,Amazonia,-9.1432,-63.0401,NOAA-20,17.3,65.0,87.8
2024-07-17,Amazonia,-3.5828,-55.4467,NOAA-21,48.1,76.0,87.8
2024-07-17,Amazonia,-4.6632,-62.1321,METOP-C,32.1,78.0,87.8
2024-07-17,Amazonia,-5.2883,-60.6147,GOES-16,17.5,85.0,87.8
2024-07-17,Amazonia,-3.1968,-57.2856,NOAA-20,4.2,99.0,87.8
2024-07-17,Amazonia,-2.2784,-65.0179,TERRA_M-T,31.3,77.0,87.8
2024-07-17,Amazonia,-6.7207,-67.5045,NOAA-20,31.0,76.0,87.8
2024-07-17,Amazonia,-9.0315,-60.9411,NOAA-21,34.5,72.0,87.8
2024-07-17,Amazonia,-8.9623,-57.6669,GOES-16,0.1,74.0,87.8
2024-07-17,Amazonia,-3.9856,-58.0494,GOES-16,4.3,93.0,87.8
2024-07-17,Amazonia,-5.4426,-66.3096,METOP-C,18.4,82.0,87.8
2024-07-17,Amazonia,-2.8927,-63.451,GOES-16,51.4,82.0,87.8
2024-07-17,Amazonia,-8.2916,-66.8566,GOES-16,81.0,78.0,87.8
2024-07-17,Amazonia,-8.3548,-54.1716,AQUA_M-T,33.7,64.0,87.8
2024-07-17,Amazonia,-5.2002,-68.6025,METOP-C,6.9,68.0,87.8
2024-07-17,Amazonia,-3.8311,-58.0263,TERRA_M-T,4.0,75.0,87.8
2024-07-17,Amazonia,-9.1806,-63.3634,TERRA_M-T,22.4,81.0,87.8
2024-07-17,Amazonia,-2.9198,-64.9943,NOAA-21,30.6,94.0,87.8
2024-07-17,Amazonia,-7.6335,-57.8459,AQUA_M-T,47.1,70.0,87.8
2024-07-17,Amazonia,-4.9254,-64.0336,NOAA-21,10.5,63.0,87.8
2024-07-17,Amazonia,-2.8194,-53.2635,GOES-16,114.4,65.0,87.8
2024-07-17,Amazonia,-7.4006,-57.9597,AQUA_M-T,1.2,75.0,87.8
2024-07-17,Amazonia,-9.0722,-65.2479,TERRA_M-T,30.4,68.0,87.8
2024-07-17,Amazonia,-6.0295,-66.0349,GOES-16,15.2,86.0,87.8
2024-07-17,Amazonia,-5.4612,-62.6819,TERRA_M-T,14.3,82.0,87.8
2024-07-17,Amazonia,-3.5591,-65.5428,METOP-C,14.8,55.0,87.8
2024-07-17,Amazonia,-2.8092,-58.2667,TERRA_M-T,11.4,69.0,87.8
2024-07-17,Amazonia,-6.2672,-55.1085,METOP-C,53.2,74.0,87.8
2024-07-17,Amazonia,-4.9623,-54.9751,AQUA_M-T,51.6,84.0,87.8
2024-07-17,Amazonia,-3.8155,-50.3169,TERRA_M-T,16.4,90.0,87.8
2024-07-17,Amazonia,-9.2638,-69.6179,NOAA-21,96.3,51.0,87.8
2024-07-17,Amazonia,-6.6685,-60.6018,NOAA-21,10.6,94.0,87.8
2024-07-17,Amazonia,-3.1744,-54.3434,NOAA-21,29.9,83.0,87.8
2024-07-17,Amazonia,-7.0592,-52.5445,TERRA_M-T,17.8,96.0,87.8
2024-07-17,Amazonia,-8.7286,-53.3204,NOAA-21,82.6,62.0,87.8
2024-07-17,Amazonia,-7.8589,-67.521,TERRA_M-T,5.0,79.0,87.8
2024-07-17,Amazonia,-3.0073,-50.342,METOP-C,23.6,73.0,87.8
2024-07-17,Amazonia,-6.7533,-53.4303,GOES-16,1.0,80.0,87.8
2024-07-17,Amazonia,-4.1108,-51.1722,GOES-16,52.1,54.0,87.8
2024-07-17,Amazonia,-6.0587,-63.0946,METOP-C,31.6,81.0,87.8
2024-07-17,Amazonia,-7.7102,-61.3475,NOAA-20,1.8,86.0,87.8
2024-07-17,Amazonia,-3.8772,-63.0914,GOES-16,21.6,69.0,87.8
2024-07-17,Amazonia,-2.5443,-58.3652,AQUA_M-T,7.5,80.0,87.8
2024-07-17,Amazonia,-8.7851,-54.3482,NOAA-20,32.4,66.0,87.8
2024-07-17,Amazonia,-7.428,-56.9436,METOP-C,19.6,89.0,87.8
2024-07-17,Amazonia,-5.363,-58.2967,NOAA-20,2.5,73.0,87.8
2024-07-17,Amazonia,-2.7343,-62.2165,AQUA_M-T,52.5,76.0,87.8
2024-07-17,Amazonia,-4.456,-60.2611,AQUA_M-T,6.1,92.0,87.8
2024-07-17,Amazonia,-6.9701,-68.8382,AQUA_M-T,6.3,77.0,87.8
2024-07-17,Amazonia,-5.0507,-52.2693,AQUA_M-T,138.3,79.0,87.8
2024-07-17,Amazonia,-6.1341,-55.2824,GOES-16,1.6,82.0,87.8
2024-07-17,Amazonia,-7.9801,-54.8094,METOP-C,33.8,93.0,87.8
2024-07-17,Amazonia,-7.4405,-61.2562,NOAA-20,5.9,67.0,87.8
2024-07-17,Amazonia,-8.7672,-61.61,TERRA_M-T,0.3,70.0,87.8
2024-07-17,Amazonia,-7.7774,-65.8497,METOP-C,98.1,87.0,87.8
2024-07-17,Amazonia,-2.6472,-55.2256,TERRA_M-T,49.2,100.0,87.8
2024-07-17,Amazonia,-6.2681,-50.5386,GOES-16,57.4,87.0,87.8
2024-07-17,Amazonia,-4.7617,-57.4037,TERRA_M-T,2.4,89.0,87.8
2024-07-17,Amazonia,-3.21,-65.6241,GOES-16,63.4,76.0,87.8
2024-07-17,Amazonia,-8.1308,-56.9573,AQUA_M-T,51.1,50.0,87.8
2024-07-17,Amazonia,-6.4854,-65.7108,AQUA_M-T,6.1,62.0,87.8
2024-07-17,Amazonia,-4.8523,-65.8747,NOAA-20,232.6,83.0,87.8
2024-07-17,Amazonia,-4.8487,-58.4011,METOP-C,119.1,57.0,87.8
2024-07-17,Amazonia,-6.5981,-65.515,NOAA-21,4.6,81.0,87.8
2024-07-17,Amazonia,-2.3795,-65.6802,METOP-C,9.3,83.0,87.8
2024-07-17,Amazonia,-4.0411,-58.5825,NOAA-20,2.1,78.0,87.8
2024-07-17,Amazonia,-7.2425,-65.2019,AQUA_M-T,9.6,73.0,87.8
2024-07-17,Cerrado,-19.543,-55.5979,NOAA-20,3.4,74.0,97.7
2024-07-17,Cerrado,-17.0166,-58.3776,AQUA_M-T,28.1,75.0,97.7
2024-07-17,Cerrado,-5.3029,-58.4479,GOES-16,3.3,67.0,97.7
2024-07-17,Cerrado,-10.2939,-49.1229,GOES-16,30.3,95.0,97.7
2024-07-17,Cerrado,-12.4951,-48.0404,NOAA-21,14.9,51.0,97.7
2024-07-17,Cerrado,-16.9931,-59.5898,NOAA-21,40.7,72.0,97.7
2024-07-17,Cerrado,-13.3704,-59.3338,AQUA_M-T,101.8,77.0,97.7
2024-07-17,Cerrado,-7.8879,-47.4308,METOP-C,72.9,89.0,97.7
2024-07-17,Cerrado,-8.1654,-58.7914,AQUA_M-T,0.2,68.0,97.7
2024-07-17,Cerrado,-14.4723,-43.957,TERRA_M-T,167.5,79.0,97.7
2024-07-17,Cerrado,-14.3028,-58.4943,NOAA-21,20.7,100.0,97.7
2024-07-17,Cerrado,-13.4621,-43.2025,METOP-C,77.7,91.0,97.7
2024-07-17,Cerrado,-16.2904,-46.7718,TERRA_M-T,8.2,70.0,97.7
2024-07-17,Cerrado,-8.728,-54.4344,TERRA_M-T,24.8,65.0,97.7
2024-07-17,Cerrado,-17.9088,-43.6628,NOAA-20,40.6,68.0,97.7
2024-07-17,Cerrado,-5.7897,-47.7759,NOAA-20,67.9,80.0,97.7
2024-07-17,Cerrado,-14.3597,-43.3238,NOAA-21,24.1,96.0,97.7
2024-07-17,Cerrado,-16.9593,-52.5766,AQUA_M-T,58.6,78.0,97.7
2024-07-17,Cerrado,-6.9381,-47.3707,AQUA_M-T,12.1,79.0,97.7
2024-07-17,Cerrado,-11.9837,-42.0744,NOAA-21,9.8,63.0,97.7
2024-07-17,Cerrado,-17.6998,-53.494,GOES-16,32.3,71.0,97.7
2024-07-17,Cerrado,-8.0198,-43.1916,METOP-C,25.8,63.0,97.7
2024-07-17,Cerrado,-17.8613,-45.8858,GOES-16,34.5,91.0,97.7
2024-07-17,Cerrado,-5.4453,-53.4391,AQUA_M-T,17.0,87.0,97.7
2024-07-17,Cerrado,-19.6924,-55.549,AQUA_M-T,75.8,90.0,97.7
2024-07-17,Cerrado,-13.3893,-49.8984,METOP-C,53.4,73.0,97.7
2024-07-17,Cerrado,-12.681,-47.1364,NOAA-20,30.6,87.0,97.7
2024-07-17,Cerrado,-14.1324,-48.9693,NOAA-20,46.3,76.0,97.7
2024-07-17,Cerrado,-14.2102,-51.9658,NOAA-20,28.6,87.0,97.7
2024-07-17,Cerrado,-5.1543,-50.1386,METOP-C,8.1,69.0,97.7
2024-07-17,Cerrado,-16.4621,-47.3347,AQUA_M-T,25.6,87.0,97.7
2024-07-17,Cerrado,-10.4861,-52.6427,AQUA_M-T,39.5,48.0,97.7
2024-07-17,Cerrado,-17.3372,-49.9409,GOES-16,22.8,91.0,97.7
2024-07-17,Cerrado,-15.1027,-57.076,AQUA_M-T,18.8,83.0,97.7
2024-07-17,Cerrado,-12.3963,-51.846,GOES-16,43.9,75.0,97.7
2024-07-17,Cerrado,-7.8286,-59.546,NOAA-21,27.7,88.0,97.7
2024-07-17,Cerrado,-10.0487,-55.5731,AQUA_M-T,42.0,82.0,97.7
2024-07-17,Cerrado,-17.726,-47.7289,TERRA_M-T,64.1,90.0,97.7
2024-07-17,Cerrado,-11.1288,-55.4139,NOAA-20,3.9,77.0,97.7
2024-07-17,Cerrado,-12.773,-46.9333,GOES-16,20.4,87.0,97.7
2024-07-17,Cerrado,-18.604,-47.2487,METOP-C,84.7,71.0,97.7
2024-07-17,Cerrado,-6.4448,-45.7344,GOES-16,12.2,79.0,97.7
2024-07-17,Cerrado,-18.6879,-49.2986,NOAA-21,2.0,88.0,97.7
2024-07-17,Cerrado,-15.267,-58.8283,NOAA-20,62.9,92.0,97.7
2024-07-17,Cerrado,-14.6898,-54.6553,NOAA-21,19.7,77.0,97.7
2024-07-17,Cerrado,-10.7334,-58.3435,TERRA_M-T,128.0,82.0,97.7
2024-07-17,Cerrado,-7.723,-49.384,METOP-C,13.2,91.0,97.7
2024-07-17,Cerrado,-9.2098,-51.1503,NOAA-20,28.7,71.0,97.7
2024-07-17,Cerrado,-10.2255,-43.5588,NOAA-21,16.2,89.0,97.7
2024-07-17,Cerrado,-7.9185,-59.7061,TERRA_M-T,132.9,91.0,97.7
2024-07-17,Cerrado,-18.6148,-59.7815,NOAA-21,13.2,93.0,97.7
2024-07-17,Cerrado,-7.0716,-44.0302,METOP-C,36.5,76.0,97.7
2024-07-17,Cerrado,-17.2477,-45.3308,NOAA-21,83.7,61.0,97.7
2024-07-17,Cerrado,-9.384,-49.4507,AQUA_M-T,48.5,85.0,97.7
2024-07-17,Cerrado,-16.8316,-53.0769,METOP-C,23.9,81.0,97.7
2024-07-17,Cerrado,-8.3923,-50.0666,TERRA_M-T,11.6,81.0,97.7
2024-07-17,Cerrado,-19.3217,-54.7233,AQUA_M-T,5.0,73.0,97.7
2024-07-17,Cerrado,-14.3698,-42.2386,METOP-C,35.9,78.0,97.7
2024-07-17,Cerrado,-7.4757,-42.8255,GOES-16,32.0,94.0,97.7
2024-07-17,Cerrado,-10.9045,-45.0762,AQUA_M-T,45.5,77.0,97.7
2024-07-17,Cerrado,-19.0857,-59.0248,NOAA-21,14.3,86.0,97.7
2024-07-17,Cerrado,-9.8086,-51.8447,GOES-16,7.1,84.0,97.7
2024-07-17,Cerrado,-9.8627,-59.4806,NOAA-21,96.2,90.0,97.7
2024-07-17,Cerrado,-5.6443,-50.9125,AQUA_M-T,8.9,58.0,97.7
2024-07-17,Cerrado,-18.8568,-56.2933,NOAA-21,43.7,75.0,97.7
2024-07-17,Cerrado,-5.9113,-51.9824,AQUA_M-T,28.0,70.0,97.7
2024-07-17,Cerrado,-6.7027,-53.5148,NOAA-21,38.2,78.0,97.7
2024-07-17,Cerrado,-8.7236,-53.2046,AQUA_M-T,4.9,92.0,97.7
2024-07-17,Cerrado,-15.223,-48.4328,NOAA-20,190.7,80.0,97.7
2024-07-17,Cerrado,-7.8429,-46.2391,NOAA-20,0.4,81.0,97.7
2024-07-17,Cerrado,-14.967,-46.8695,NOAA-21,9.4,89.0,97.7
2024-07-17,Cerrado,-16.2044,-42.0369,AQUA_M-T,45.6,100.0,97.7
2024-07-17,Cerrado,-13.6719,-50.0279,NOAA-21,65.0,77.0,97.7
2024-07-17,Cerrado,-10.7618,-55.5439,METOP-C,30.8,79.0,97.7
2024-07-17,Cerrado,-17.1086,-49.9564,GOES-16,52.5,92.0,97.7
2024-07-17,Cerrado,-13.4225,-52.5665,METOP-C,22.8,74.0,97.7
2024-07-17,Cerrado,-6.2939,-52.4107,TERRA_M-T,81.2,100.0,97.7
2024-07-17,Cerrado,-19.4177,-47.7468,METOP-C,117.4,70.0,97.7
2024-07-17,Cerrado,-12.4931,-59.1783,METOP-C,45.2,75.0,97.7
2024-07-17,Cerrado,-15.6484,-57.5109,TERRA_M-T,29.4,87.0,97.7
2024-07-17,Cerrado,-10.6789,-56.5009,AQUA_M-T,10.7,82.0,97.7
2024-07-17,Cerrado,-9.5948,-47.3965,NOAA-21,36.9,61.0,97.7
2024-07-17,Cerrado,-6.1824,-55.8283,METOP-C,45.6,80.0,97.7
2024-07-17,Cerrado,-12.7751,-42.1535,METOP-C,20.7,100.0,97.7
2024-07-17,Cerrado,-16.019,-57.5937,NOAA-21,32.5,75.0,97.7
2024-07-17,Cerrado,-10.2167,-57.7785,AQUA_M-T,50.9,91.0,97.7
2024-07-17,Cerrado,-5.2209,-58.5601,AQUA_M-T,106.1,73.0,97.7
2024-07-17,Cerrado,-9.86,-51.5417,GOES-16,80.8,53.0,97.7
2024-07-17,Cerrado,-9.159,-59.6451,NOAA-20,8.2,78.0,97.7
2024-07-17,Cerrado,-11.5859,-55.7695,METOP-C,1.6,70.0,97.7
2024-07-17,Cerrado,-11.8755,-59.6081,GOES-16,15.8,96.0,97.7
2024-07-17,Pantanal,-16.758,-55.1061,NOAA-21,1.5,92.0,85.3
2024-07-17,Pantanal,-18.7871,-57.8416,TERRA_M-T,17.6,68.0,85.3
2024-07-17,Pantanal,-18.7817,-55.65,NOAA-21,23.4,71.0,85.3
2024-07-17,Pantanal,-20.4893,-57.616,NOAA-21,34.2,66.0,85.3
2024-07-17,Pantanal,-18.2744,-55.9077,TERRA_M-T,34.7,73.0,85.3
2024-07-17,Pantanal,-17.0472,-57.5097,AQUA_M-T,68.4,92.0,85.3
2024-07-17,Pantanal,-16.0489,-55.3345,NOAA-21,1.6,72.0,85.3
2024-07-17,Pantanal,-20.3904,-56.3231,METOP-C,50.6,69.0,85.3
2024-07-17,Pantanal,-18.3206,-55.617,NOAA-20,35.6,60.0,85.3
2024-07-17,Pantanal,-19.5011,-55.1934,TERRA_M-T,10.7,79.0,85.3
2024-07-17,Pantanal,-19.4266,-57.5475,METOP-C,39.9,94.0,85.3
2024-07-17,Pantanal,-16.5303,-58.0512,TERRA_M-T,9.1,80.0,85.3
2024-07-17,Pantanal,-20.0225,-57.6234,AQUA_M-T,18.9,75.0,85.3
2024-07-17,Pantanal,-20.7664,-57.8036,AQUA_M-T,39.3,92.0,85.3
2024-07-17,Pantanal,-19.0368,-57.9168,AQUA_M-T,95.6,65.0,85.3
2024-07-17,Pantanal,-18.7429,-56.3988,AQUA_M-T,10.5,81.0,85.3
2024-07-17,Pantanal,-20.1217,-55.8848,TERRA_M-T,38.8,88.0,85.3
2024-07-17,Pantanal,-16.4194,-55.5726,NOAA-21,4.2,59.0,85.3
2024-07-17,Pantanal,-19.7439,-58.0152,AQUA_M-T,49.0,90.0,85.3
2024-07-17,Pantanal,-19.4426,-58.225,TERRA_M-T,0.8,75.0,85.3
2024-07-17,Pantanal,-20.8312,-57.7666,GOES-16,10.2,56.0,85.3
2024-07-17,Pantanal,-20.6328,-56.6287,NOAA-20,21.1,92.0,85.3
2024-07-17,Caatinga,-3.2192,-37.1858,METOP-C,7.0,78.0,91.8
2024-07-17,Caatinga,-11.0245,-41.6386,NOAA-20,4.9,89.0,91.8
2024-07-17,Caatinga,-8.6052,-41.5039,GOES-16,32.0,55.0,91.8
2024-07-17,Caatinga,-15.6193,-40.8088,AQUA_M-T,21.7,71.0,91.8
2024-07-17,Caatinga,-12.4774,-39.0316,AQUA_M-T,29.2,100.0,91.8
2024-07-17,Caatinga,-11.547,-43.8453,AQUA_M-T,132.6,91.0,91.8
2024-07-17,Caatinga,-9.5449,-41.0212,METOP-C,1.0,74.0,91.8
2024-07-17,Caatinga,-4.1527,-37.2792,AQUA_M-T,102.0,82.0,91.8
2024-07-17,Caatinga,-9.5145,-42.1425,NOAA-20,21.7,86.0,91.8
2024-07-17,Caatinga,-12.8393,-36.285,METOP-C,76.4,97.0,91.8
2024-07-17,Caatinga,-14.223,-39.688,METOP-C,33.1,98.0,91.8
2024-07-17,Caatinga,-14.7964,-39.4428,METOP-C,46.6,83.0,91.8
2024-07-17,Caatinga,-11.2907,-39.2,METOP-C,4.7,72.0,91.8
2024-07-17,Caatinga,-9.7938,-36.3813,NOAA-20,71.9,72.0,91.8
2024-07-17,Caatinga,-9.9949,-40.0251,TERRA_M-T,152.1,65.0,91.8
2024-07-17,Caatinga,-11.8492,-36.2758,NOAA-20,2.1,83.0,91.8
2024-07-17,Caatinga,-13.3754,-42.5533,NOAA-21,35.9,100.0,91.8
2024-07-17,Mata Atlantica,-26.6494,-47.7773,AQUA_M-T,25.2,82.0,66.0
2024-07-17,Mata Atlantica,-9.0001,-46.5412,NOAA-21,2.4,75.0,66.0
2024-07-17,Mata Atlantica,-16.7019,-47.9462,AQUA_M-T,10.9,71.0,66.0
2024-07-17,Mata Atlantica,-7.538,-49.5336,NOAA-21,9.2,81.0,66.0
2024-07-17,Mata Atlantica,-14.8565,-43.6308,METOP-C,58.9,74.0,66.0
2024-07-17,Mata Atlantica,-21.238,-44.4637,NOAA-20,44.4,70.0,66.0
2024-07-17,Mata Atlantica,-19.8674,-42.7551,NOAA-21,3.6,64.0,66.0
2024-07-17,Mata Atlantica,-21.0812,-45.6526,NOAA-21,2.4,82.0,66.0
2024-07-17,Mata Atlantica,-24.2301,-46.9527,NOAA-21,37.5,90.0,66.0
2024-07-17,Mata Atlantica,-8.586,-47.3567,TERRA_M-T,85.9,85.0,66.0
2024-07-17,Mata Atlantica,-12.7027,-48.333,NOAA-21,73.0,78.0,66.0
2024-07-18,Amazonia,-6.8584,-67.3621,METOP-C,33.7,70.0,79.4
2024-07-18,Amazonia,-4.2655,-69.9082,TERRA_M-T,18.7,85.0,79.4
2024-07-18,Amazonia,-7.7174,-61.6214,GOES-16,16.0,67.0,79.4
2024-07-18,Amazonia,-9.3362,-64.8525,TERRA_M-T,22.6,79.0,79.4
2024-07-18,Amazonia,-2.5924,-56.2789,TERRA_M-T,2.5,88.0,79.4
2024-07-18,Amazonia,-5.8431,-65.8616,TERRA_M-T,23.0,77.0,79.4
2024-07-18,Amazonia,-5.0503,-52.1248,AQUA_M-T,5.4,79.0,79.4
