data,bioma,t2m,t2m_max,rh2m,prectotcorr,ws2m,dias_sem_chuva,vegetacao,indice_risco,classe_risco
2024-08-09,Cerrado,29.4,35.2,33.2,0.0,3.9,16,0.7,100.0,Critico
2024-08-10,Cerrado,27.0,34.7,26.7,1.5,2.8,0,0.7,80.5,Critico
2024-08-11,Cerrado,30.5,36.4,23.1,0.0,4.3,1,0.7,91.2,Critico
2024-08-12,Cerrado,28.4,34.1,26.4,0.0,4.6,2,0.7,87.2,Critico
2024-08-13,Cerrado,29.4,35.4,24.7,0.0,2.3,3,0.7,89.3,Critico
2024-08-14,Cerrado,32.4,38.4,26.5,0.1,1.4,0,0.7,87.7,Critico
2024-08-15,Cerrado,32.0,36.1,34.9,0.0,3.7,1,0.7,83.4,Critico
2024-08-16,Cerrado,30.9,37.3,23.3,0.0,3.0,2,0.7,92.7,Critico
2024-08-17,Cerrado,28.8,35.8,20.4,0.0,4.7,3,0.7,95.3,Critico
2024-08-18,Cerrado,31.6,38.3,22.3,0.0,3.3,4,0.7,98.6,Critico
2024-08-19,Cerrado,29.9,37.0,29.2,0.0,4.8,5,0.7,95.9,Critico
2024-08-20,Cerrado,28.8,36.7,24.8,0.0,3.4,6,0.7,97.7,Critico
2024-08-21,Cerrado,34.7,40.0,26.8,0.0,4.5,7,0.7,100.0,Critico
2024-08-22,Cerrado,33.6,38.8,21.2,0.0,4.4,8,0.7,100.0,Critico
2024-08-23,Cerrado,29.9,35.7,32.9,0.0,3.3,9,0.7,96.1,Critico
2024-08-24,Cerrado,28.2,35.9,30.4,0.0,4.1,10,0.7,100.0,Critico
2024-08-25,Cerrado,32.9,37.5,24.4,0.0,2.3,11,0.7,100.0,Critico
2024-08-26,Cerrado,25.9,30.9,25.8,0.0,4.7,12,0.7,97.9,Critico
2024-08-27,Cerrado,30.2,37.9,29.2,0.0,5.0,13,0.7,100.0,Critico
2024-08-28,Cerrado,34.8,40.4,20.5,0.0,4.6,14,0.7,100.0,Critico
2024-08-29,Cerrado,30.6,35.3,19.6,0.0,2.9,15,0.7,100.0,Critico
2024-08-30,Cerrado,32.0,36.4,31.2,0.0,1.7,16,0.7,100.0,Critico
2024-08-31,Cerrado,26.8,33.1,26.4,0.0,3.4,17,0.7,100.0,Critico
2024-09-01,Cerrado,31.8,37.2,29.6,0.0,4.0,18,0.7,100.0,Critico
2024-09-02,Cerrado,30.9,37.5,26.0,0.0,4.8,19,0.7,100.0,Critico
2024-09-03,Cerrado,31.0,35.1,16.7,0.0,3.4,20,0.7,100.0,Critico
2024-09-04,Cerrado,30.3,34.7,25.5,0.0,5.9,21,0.7,100.0,Critico
2024-09-05,Cerrado,34.1,38.2,32.6,0.0,2.5,22,0.7,100.0,Critico
2024-09-06,Cerrado,32.3,37.5,25.4,0.0,2.3,23,0.7,100.0,Critico
2024-09-07,Cerrado,31.1,35.3,15.5,0.0,3.1,24,0.7,100.0,Critico
2024-09-08,Cerrado,33.1,38.1,34.4,0.0,2.2,25,0.7,100.0,Critico
2024-09-09,Cerrado,28.8,36.1,30.4,0.0,2.2,26,0.7,100.0,Critico
2024-09-10,Cerrado,31.0,35.8,18.1,0.0,4.5,27,0.7,100.0,Critico
2024-09-11,Cerrado,24.0,31.3,17.5,0.0,4.7,28,0.7,100.0,Critico
2024-09-12,Cerrado,30.3,36.2,22.8,0.0,4.7,29,0.7,100.0,Critico
2024-09-13,Cerrado,31.7,37.9,26.1,2.6,2.3,0,0.7,84.3,Critico
2024-09-14,Cerrado,31.0,37.3,23.6,0.0,3.5,1,0.7,91.6,Critico
2024-09-15,Cerrado,31.1,35.5,24.5,0.0,3.7,2,0.7,89.7,Critico
2024-09-16,Cerrado,30.3,36.5,27.7,0.0,2.9,3,0.7,90.3,Critico
2024-09-17,Cerrado,31.3,37.8,27.3,0.0,3.0,4,0.7,94.6,Critico
2024-09-18,Cerrado,28.1,34.8,23.9,0.0,1.7,5,0.7,91.1,Critico
2024-09-19,Cerrado,30.8,35.5,24.6,0.0,2.3,6,0.7,94.3,Critico
2024-09-20,Cerrado,32.2,37.2,24.1,0.0,4.5,7,0.7,100.0,Critico
2024-09-21,Cerrado,28.6,36.3,27.4,0.0,4.9,8,0.7,100.0,Critico
2024-09-22,Cerrado,33.6,39.7,32.8,0.0,2.9,9,0.7,100.0,Critico
2024-09-23,Cerrado,28.5,35.8,33.9,0.0,3.6,10,0.7,97.7,Critico
2024-09-24,Cerrado,30.8,36.3,32.1,0.0,4.6,11,0.7,100.0,Critico
2024-09-25,Cerrado,29.9,35.8,29.2,0.0,4.1,12,0.7,100.0,Critico
2024-09-26,Cerrado,31.2,36.3,17.2,15.9,3.4,0,0.7,67.7,Alto
2024-09-27,Cerrado,30.6,37.5,25.7,0.0,4.5,1,0.7,92.0,Critico
2024-09-28,Cerrado,29.3,36.4,29.2,0.0,4.0,2,0.7,89.1,Critico
2024-09-29,Cerrado,32.0,38.8,34.6,0.0,2.2,3,0.7,89.8,Critico
2024-09-30,Cerrado,31.8,37.5,29.4,0.0,1.6,4,0.7,91.2,Critico
2024-10-01,Cerrado,27.1,34.1,25.1,0.0,3.3,5,0.7,91.1,Critico
2024-10-02,Cerrado,34.0,38.6,23.0,0.0,5.1,6,0.7,100.0,Critico
2024-10-03,Cerrado,28.1,35.8,29.3,0.0,1.5,7,0.7,92.9,Critico
2024-10-04,Cerrado,32.6,36.6,33.6,0.0,3.0,8,0.7,95.4,Critico
2024-10-05,Cerrado,30.0,36.3,26.7,0.0,3.5,9,0.7,100.0,Critico
2024-10-06,Cerrado,33.2,38.3,29.5,0.0,2.4,10,0.7,100.0,Critico
2024-10-07,Cerrado,27.9,32.1,31.7,0.0,3.9,11,0.7,94.2,Critico
2024-10-08,Cerrado,27.6,34.9,30.0,0.0,2.7,12,0.7,100.0,Critico
2024-10-09,Cerrado,29.1,34.5,27.2,0.0,0.5,13,0.7,100.0,Critico
2024-10-10,Cerrado,28.0,34.1,26.1,0.0,1.8,14,0.7,100.0,Critico
2024-10-11,Cerrado,29.8,36.8,34.7,0.0,2.9,15,0.7,100.0,Critico
2024-10-12,Cerrado,27.1,33.8,24.8,0.2,1.6,0,0.7,80.4,Critico
2024-10-13,Cerrado,29.6,34.4,36.3,0.0,3.9,1,0.7,79.8,Critico
2024-10-14,Cerrado,30.5,35.4,27.0,0.0,4.0,2,0.7,88.5,Critico
2024-10-15,Cerrado,26.4,33.7,32.6,0.0,3.0,3,0.7,82.7,Critico
2024-10-16,Cerrado,31.5,36.9,34.9,0.0,2.7,4,0.7,88.5,Critico
2024-10-17,Cerrado,27.5,35.5,27.3,0.0,4.0,5,0.7,93.3,Critico
2024-10-18,Cerrado,32.8,37.9,34.9,0.0,3.6,6,0.7,94.5,Critico
2024-10-19,Cerrado,33.6,39.3,23.0,0.0,4.5,7,0.7,100.0,Critico
2024-10-20,Cerrado,31.4,37.6,30.8,0.0,3.9,8,0.7,99.8,Critico
2024-10-21,Cerrado,29.2,34.2,33.2,0.0,2.9,9,0.7,92.8,Critico
2024-10-22,Cerrado,31.0,37.4,34.6,0.0,5.0,10,0.7,100.0,Critico
2024-10-23,Cerrado,34.1,39.2,21.7,0.0,4.1,11,0.7,100.0,Critico
2024-10-24,Cerrado,29.8,36.8,25.3,0.0,2.0,12,0.7,100.0,Critico
2024-10-25,Cerrado,31.9,36.1,36.1,0.0,3.0,13,0.7,100.0,Critico
2024-10-26,Cerrado,29.1,35.0,20.4,0.4,3.8,0,0.7,87.3,Critico
2024-10-27,Cerrado,33.0,39.2,25.8,0.0,4.3,1,0.7,94.7,Critico
2024-10-28,Cerrado,29.4,35.7,25.1,0.0,4.2,2,0.7,90.3,Critico
2024-10-29,Cerrado,29.7,37.4,23.2,0.0,3.7,3,0.7,95.4,Critico
2024-10-30,Cerrado,28.9,35.6,28.1,0.0,1.4,4,0.7,88.3,Critico
2024-10-31,Cerrado,30.5,37.2,35.2,0.0,2.4,5,0.7,90.1,Critico
2024-11-01,Cerrado,31.1,37.4,28.7,6.5,4.7,0,0.7,79.0,Critico
2024-11-02,Cerrado,26.3,32.5,38.3,0.0,2.5,1,0.7,73.6,Alto
2024-11-03,Cerrado,30.9,38.0,34.1,0.0,2.6,0,0.7,84.4,Critico
2024-11-04,Cerrado,32.6,37.6,28.3,3.9,3.8,0,0.7,82.4,Critico
2024-11-05,Cerrado,29.5,35.0,46.9,0.0,2.4,1,0.7,73.3,Alto
2024-11-06,Cerrado,29.2,33.6,26.4,0.0,3.2,2,0.7,84.6,Critico
2024-11-07,Cerrado,28.9,36.9,34.9,0.0,3.3,3,0.7,87.6,Critico
2024-11-08,Cerrado,31.5,36.7,31.0,0.0,4.4,4,0.7,92.3,Critico
2024-11-09,Cerrado,26.5,33.0,39.7,4.5,2.8,0,0.7,65.8,Alto
2024-11-10,Cerrado,29.6,36.7,39.7,0.0,5.0,1,0.7,83.4,Critico
2024-11-11,Cerrado,28.0,32.1,34.5,0.0,3.6,2,0.7,77.9,Critico
2024-11-12,Cerrado,25.0,32.4,45.1,0.7,5.7,0,0.7,70.9,Alto
2024-11-13,Cerrado,28.4,32.6,31.7,4.7,3.3,0,0.7,69.8,Alto
2024-11-14,Cerrado,28.3,34.8,27.4,0.0,3.2,1,0.7,84.6,Critico
2024-11-15,Cerrado,26.8,32.0,32.4,0.0,4.0,2,0.7,79.4,Critico
2024-11-16,Cerrado,29.9,35.3,43.6,0.0,1.8,3,0.7,78.1,Critico
2024-11-17,Cerrado,29.7,35.1,35.1,0.0,4.9,4,0.7,87.8,Critico
2024-11-18,Cerrado,29.8,36.5,30.9,0.0,2.8,5,0.7,91.7,Critico
2024-11-19,Cerrado,30.3,35.3,44.3,4.8,3.0,0,0.7,67.2,Alto
2024-11-20,Cerrado,30.4,34.6,36.1,0.0,1.9,1,0.7,77.9,Critico
2024-11-21,Cerrado,24.1,29.7,36.9,12.0,2.4,0,0.7,49.6,Moderado
2024-11-22,Cerrado,24.5,31.1,28.0,0.0,2.6,1,0.7,76.9,Critico
2024-11-23,Cerrado,29.9,34.5,38.1,0.0,3.2,2,0.7,79.8,Critico
2024-11-24,Cerrado,31.7,37.3,44.7,0.0,2.8,3,0.7,82.3,Critico
2024-11-25,Cerrado,29.8,34.6,32.8,4.6,2.3,0,0.7,71.7,Alto
2024-11-26,Cerrado,27.8,34.1,42.9,0.0,3.3,1,0.7,74.9,Alto
2024-11-27,Cerrado,26.1,33.8,45.1,0.0,2.3,2,0.7,73.6,Alto
2024-11-28,Cerrado,28.0,32.6,34.5,0.0,2.3,3,0.7,78.9,Critico
2024-11-29,Cerrado,31.5,35.8,39.4,0.0,3.4,4,0.7,84.8,Critico
2024-11-30,Cerrado,27.1,34.2,44.2,16.5,3.5,0,0.7,48.3,Moderado
2024-12-01,Cerrado,27.9,34.6,26.3,0.0,3.2,1,0.7,84.9,Critico
2024-12-02,Cerrado,26.6,32.4,35.8,0.0,2.5,2,0.7,76.4,Critico
2024-12-03,Cerrado,29.3,34.8,38.7,3.5,3.2,0,0.7,71.5,Alto
2024-12-04,Cerrado,30.1,35.5,41.3,0.0,4.3,1,0.7,79.5,Critico
2024-12-05,Cerrado,29.1,35.5,40.9,0.0,3.6,2,0.7,80.5,Critico
2024-12-06,Cerrado,27.7,34.1,40.3,5.9,1.7,0,0.7,64.0,Alto
2024-12-07,Cerrado,26.2,33.2,41.7,0.0,2.4,1,0.7,72.9,Alto
2024-12-08,Cerrado,26.3,30.6,44.0,0.0,2.6,2,0.7,68.8,Alto
2024-12-09,Cerrado,27.7,31.9,38.6,0.0,1.7,3,0.7,74.6,Alto
2024-12-10,Cerrado,31.3,36.9,26.2,0.0,3.0,4,0.7,93.6,Critico
2024-12-11,Cerrado,28.6,36.1,35.2,0.0,4.9,5,0.7,91.1,Critico
2024-12-12,Cerrado,23.4,30.0,42.2,18.0,2.5,0,0.7,38.4,Moderado
2024-12-13,Cerrado,23.9,29.3,45.6,0.0,3.1,1,0.7,64.6,Alto
2024-12-14,Cerrado,28.2,32.8,43.3,0.0,2.2,2,0.7,72.7,Alto
2024-12-15,Cerrado,24.3,30.3,42.4,0.0,4.7,3,0.7,73.3,Alto
2024-12-16,Cerrado,26.5,33.5,42.6,3.1,2.6,0,0.7,66.9,Alto
2024-12-17,Cerrado,26.7,33.4,41.2,0.0,2.4,1,0.7,73.5,Alto
2024-12-18,Cerrado,28.0,32.2,46.5,2.7,3.4,0,0.7,64.0,Alto
2024-12-19,Cerrado,25.7,31.3,40.9,0.0,3.5,1,0.7,71.2,Alto
2024-12-20,Cerrado,27.5,34.4,39.8,0.0,4.1,2,0.7,79.8,Critico
2024-12-21,Cerrado,28.6,32.9,44.4,0.0,3.2,3,0.7,75.0,Critico
2024-12-22,Cerrado,23.8,30.0,41.9,0.0,3.1,4,0.7,72.7,Alto
2024-12-23,Cerrado,27.3,32.9,43.4,1.1,2.1,0,0.7,67.8,Alto
2024-12-24,Cerrado,23.0,29.7,40.6,0.0,1.1,1,0.7,65.6,Alto
2024-12-25,Cerrado,30.4,35.0,38.5,0.0,4.7,2,0.7,82.3,Critico
2024-12-26,Cerrado,30.3,35.2,54.4,0.0,2.8,3,0.7,73.2,Alto
2024-12-27,Cerrado,27.5,32.6,43.3,0.0,4.3,4,0.7,78.0,Critico
2024-12-28,Cerrado,25.6,32.5,51.1,0.0,1.7,5,0.7,72.0,Alto
2024-12-29,Cerrado,24.4,30.8,44.2,0.0,1.3,6,0.7,73.9,Alto
2024-12-30,Cerrado,24.8,31.7,35.4,5.8,2.0,0,0.7,62.9,Alto
2024-12-31,Cerrado,27.8,33.4,44.4,0.0,5.0,1,0.7,74.9,Alto
2024-01-01,Pantanal,27.0,31.1,58.2,0.0,3.6,1,0.8,63.3,Alto
2024-01-02,Pantanal,27.8,33.5,59.3,0.0,3.0,2,0.8,67.9,Alto
2024-01-03,Pantanal,27.9,32.6,59.1,1.7,1.8,0,0.8,59.2,Alto
2024-01-04,Pantanal,29.5,35.2,53.0,0.0,4.0,1,0.8,74.0,Alto
2024-01-05,Pantanal,23.5,28.4,58.7,3.8,4.0,0,0.8,51.3,Moderado
2024-01-06,Pantanal,24.5,30.8,64.3,0.0,3.6,1,0.8,59.4,Alto
2024-01-07,Pantanal,23.4,31.4,60.7,0.0,3.3,2,0.8,63.7,Alto
2024-01-08,Pantanal,25.5,30.4,56.5,14.7,3.1,0,0.8,38.7,Moderado
2024-01-09,Pantanal,26.0,31.0,68.6,0.0,1.8,1,0.8,55.2,Alto
2024-01-10,Pantanal,20.4,28.3,63.7,0.0,2.2,2,0.8,55.1,Alto
2024-01-11,Pantanal,24.6,31.8,57.4,0.0,1.6,3,0.8,65.8,Alto
2024-01-12,Pantanal,27.1,33.4,56.9,5.3,3.5,0,0.8,58.5,Alto
2024-01-13,Pantanal,20.8,27.4,54.9,0.0,2.1,1,0.8,56.6,Alto
2024-01-14,Pantanal,22.2,29.3,51.2,0.0,2.0,2,0.8,63.6,Alto
2024-01-15,Pantanal,22.0,29.6,65.0,0.0,1.1,3,0.8,57.0,Alto
2024-01-16,Pantanal,26.5,30.9,52.5,2.9,1.9,0,0.8,58.1,Alto
2024-01-17,Pantanal,26.2,31.4,59.6,0.0,3.0,1,0.8,62.3,Alto
2024-01-18,Pantanal,24.1,31.9,61.0,0.0,1.8,2,0.8,62.6,Alto
2024-01-19,Pantanal,20.2,26.8,58.3,1.0,3.6,0,0.8,52.4,Moderado
2024-01-20,Pantanal,24.1,30.7,55.2,0.0,3.0,1,0.8,63.5,Alto
2024-01-21,Pantanal,25.6,30.1,62.4,0.0,3.5,2,0.8,60.7,Alto
2024-01-22,Pantanal,27.4,32.1,64.0,9.5,2.3,0,0.8,44.5,Moderado
2024-01-23,Pantanal,25.3,30.8,64.2,13.6,1.3,0,0.8,34.7,Moderado
2024-01-24,Pantanal,24.8,31.2,59.3,13.2,4.4,0,0.8,42.4,Moderado
2024-01-25,Pantanal,28.3,32.7,60.9,0.0,3.8,1,0.8,64.9,Alto
2024-01-26,Pantanal,25.8,32.7,63.5,3.9,2.3,0,0.8,54.2,Moderado
2024-01-27,Pantanal,24.9,31.4,58.6,2.1,2.5,0,0.8,57.5,Alto
2024-01-28,Pantanal,25.4,30.0,59.8,5.9,4.0,0,0.8,50.5,Moderado
2024-01-29,Pantanal,26.0,31.5,57.9,5.5,3.6,0,0.8,54.3,Moderado
2024-01-30,Pantanal,32.9,37.5,57.4,0.0,4.9,1,0.8,76.8,Critico
2024-01-31,Pantanal,24.1,30.8,57.3,0.0,1.0,2,0.8,61.7,Alto
2024-02-01,Pantanal,22.5,29.8,49.3,0.0,3.2,3,0.8,68.6,Alto
2024-02-02,Pantanal,21.4,26.4,52.2,0.0,0.6,4,0.8,59.3,Alto
2024-02-03,Pantanal,27.2,32.6,58.9,1.7,2.5,0,0.8,60.1,Alto
2024-02-04,Pantanal,26.2,30.2,51.1,0.0,3.1,1,0.8,65.0,Alto
2024-02-05,Pantanal,23.6,31.3,61.6,0.9,2.3,0,0.8,57.3,Alto
2024-02-06,Pantanal,25.9,31.4,47.3,0.0,2.0,1,0.8,67.9,Alto
2024-02-07,Pantanal,28.2,33.5,59.8,8.4,2.2,0,0.8,50.8,Moderado
2024-02-08,Pantanal,23.6,31.1,63.8,11.3,2.9,0,0.8,40.8,Moderado
2024-02-09,Pantanal,24.7,31.7,58.0,5.8,2.6,0,0.8,53.0,Moderado
2024-02-10,Pantanal,24.5,29.9,59.5,3.9,3.3,0,0.8,52.6,Moderado
2024-02-11,Pantanal,29.0,33.0,55.3,2.1,2.1,0,0.8,61.8,Alto
2024-02-12,Pantanal,23.2,28.4,59.2,3.5,0.6,0,0.8,47.4,Moderado
2024-02-13,Pantanal,25.6,30.8,57.6,1.3,2.3,0,0.8,58.0,Alto
2024-02-14,Pantanal,25.1,31.6,56.1,0.5,2.8,0,0.8,62.0,Alto
2024-02-15,Pantanal,27.6,32.2,64.5,0.0,2.2,1,0.8,60.1,Alto
2024-02-16,Pantanal,23.3,30.4,58.0,0.0,2.5,2,0.8,62.4,Alto
2024-02-17,Pantanal,23.6,29.1,59.0,5.9,1.6,0,0.8,46.4,Moderado
2024-02-18,Pantanal,24.7,29.3,60.4,5.2,3.3,0,0.8,49.1,Moderado
2024-02-19,Pantanal,22.9,29.1,62.0,3.5,3.1,0,0.8,50.2,Moderado
2024-02-20,Pantanal,25.8,30.9,55.4,0.0,2.5,1,0.8,63.2,Alto
2024-02-21,Pantanal,27.6,32.2,60.0,0.0,2.5,2,0.8,64.6,Alto
2024-02-22,Pantanal,24.6,30.0,64.5,0.0,2.3,3,0.8,59.5,Alto
2024-02-23,Pantanal,24.4,31.7,56.2,3.0,3.5,0,0.8,59.2,Alto
2024-02-24,Pantanal,22.8,28.3,63.0,6.8,2.2,0,0.8,42.1,Moderado
2024-02-25,Pantanal,25.6,30.6,63.7,7.7,2.3,0,0.8,44.7,Moderado
2024-02-26,Pantanal,27.3,32.8,65.9,0.0,2.5,1,0.8,60.8,Alto
2024-02-27,Pantanal,25.6,30.1,50.6,0.0,3.1,2,0.8,66.7,Alto
2024-02-28,Pantanal,24.8,28.9,64.2,0.0,2.3,3,0.8,57.7,Alto
2024-02-29,Pantanal,22.8,28.3,57.0,1.2,3.2,0,0.8,55.0,Alto
2024-03-01,Pantanal,23.0,30.6,55.0,4.9,2.3,0,0.8,53.6,Moderado
2024-03-02,Pantanal,24.3,31.8,54.0,0.0,4.3,1,0.8,67.7,Alto
2024-03-03,Pantanal,26.8,31.5,50.7,0.0,1.5,2,0.8,67.2,Alto
2024-03-04,Pantanal,21.9,29.7,50.2,0.0,3.8,3,0.8,68.6,Alto
2024-03-05,Pantanal,27.5,31.7,62.3,4.6,3.4,0,0.8,53.4,Moderado
2024-03-06,Pantanal,25.5,30.9,53.4,0.0,3.4,1,0.8,65.3,Alto
2024-03-07,Pantanal,20.0,25.4,54.7,0.0,4.2,2,0.8,57.3,Alto
2024-03-08,Pantanal,24.4,30.1,59.5,0.0,3.7,3,0.8,64.1,Alto
2024-03-09,Pantanal,22.3,30.1,63.4,0.0,3.4,4,0.8,63.2,Alto
2024-03-10,Pantanal,26.3,30.6,60.5,8.3,3.7,0,0.8,47.2,Moderado
2024-03-11,Pantanal,25.2,30.6,65.5,0.0,3.2,1,0.8,57.9,Alto
2024-03-12,Pantanal,23.2,28.4,53.7,0.0,2.9,2,0.8,61.7,Alto
2024-03-13,Pantanal,23.2,31.1,49.8,0.0,2.6,3,0.8,69.9,Alto
2024-03-14,Pantanal,27.1,33.2,60.0,0.0,2.6,4,0.8,69.7,Alto
2024-03-15,Pantanal,23.6,28.0,55.5,0.0,3.4,0,0.8,57.4,Alto
2024-03-16,Pantanal,27.0,31.6,51.3,0.0,3.9,1,0.8,68.3,Alto
2024-03-17,Pantanal,25.5,32.6,64.7,0.0,0.8,2,0.8,60.7,Alto
2024-03-18,Pantanal,22.6,30.2,61.4,2.9,2.9,0,0.8,53.1,Moderado
2024-03-19,Pantanal,28.2,33.8,59.0,14.2,3.5,0,0.8,44.7,Moderado
2024-03-20,Pantanal,24.1,31.5,55.2,4.1,2.5,0,0.8,56.6,Alto
2024-03-21,Pantanal,23.5,29.7,59.5,0.0,2.1,1,0.8,58.3,Alto
2024-03-22,Pantanal,24.9,31.2,53.9,0.0,2.4,2,0.8,66.0,Alto
2024-03-23,Pantanal,27.3,35.1,53.2,0.0,2.7,3,0.8,75.4,Critico
2024-03-24,Pantanal,25.0,30.2,60.7,0.0,3.0,4,0.8,64.4,Alto
2024-03-25,Pantanal,29.3,34.0,66.8,7.0,2.8,0,0.8,50.7,Moderado
2024-03-26,Pantanal,22.2,28.9,57.3,0.0,3.1,1,0.8,59.2,Alto
2024-03-27,Pantanal,30.3,36.4,55.4,5.3,3.2,0,0.8,64.3,Alto
2024-03-28,Pantanal,29.5,35.3,53.8,5.9,1.9,0,0.8,60.8,Alto
2024-03-29,Pantanal,23.4,31.1,59.3,0.0,3.9,1,0.8,63.0,Alto
2024-03-30,Pantanal,26.1,31.4,52.2,0.0,2.1,2,0.8,66.9,Alto
2024-03-31,Pantanal,24.0,31.0,56.5,0.6,2.7,0,0.8,60.5,Alto
2024-04-01,Pantanal,22.8,28.8,58.7,0.6,3.3,0,0.8,56.0,Alto
2024-04-02,Pantanal,24.3,30.3,52.7,0.0,2.8,1,0.8,63.9,Alto
2024-04-03,Pantanal,28.9,33.9,52.8,0.3,2.5,0,0.8,67.9,Alto
2024-04-04,Pantanal,22.4,28.7,67.0,2.7,2.4,0,0.8,47.0,Moderado
2024-04-05,Pantanal,24.2,32.0,52.0,0.0,2.4,1,0.8,66.9,Alto
2024-04-06,Pantanal,26.8,33.6,57.4,7.2,1.5,0,0.8,53.3,Moderado
2024-04-07,Pantanal,24.7,30.0,41.7,0.0,3.7,1,0.8,70.5,Alto
2024-04-08,Pantanal,22.6,30.3,55.7,0.0,1.1,2,0.8,61.8,Alto
2024-04-09,Pantanal,27.3,33.5,57.2,0.0,2.3,3,0.8,69.8,Alto
2024-04-10,Pantanal,26.1,32.5,55.1,8.2,2.8,0,0.8,52.7,Moderado
2024-04-11,Pantanal,25.1,32.2,59.1,15.1,1.7,0,0.8,38.2,Moderado
2024-04-12,Pantanal,25.8,32.3,59.2,2.6,3.5,0,0.8,59.3,Alto
2024-04-13,Pantanal,22.9,29.9,61.0,1.8,2.1,0,0.8,53.5,Moderado
2024-04-14,Pantanal,26.7,32.0,53.1,1.1,2.4,0,0.8,63.0,Alto
2024-04-15,Pantanal,24.7,31.0,53.4,0.2,4.2,0,0.8,64.6,Alto
2024-04-16,Pantanal,23.8,31.4,61.7,5.5,2.5,0,0.8,50.7,Moderado
2024-04-17,Pantanal,23.8,31.5,58.8,0.0,2.9,1,0.8,62.8,Alto
2024-04-18,Pantanal,27.3,32.7,55.8,0.0,1.8,2,0.8,66.9,Alto
2024-04-19,Pantanal,26.2,33.9,48.7,11.3,3.5,0,0.8,54.9,Moderado
2024-04-20,Pantanal,26.5,32.1,54.1,2.6,4.0,0,0.8,62.3,Alto
2024-04-21,Pantanal,29.4,34.1,52.2,0.0,2.6,1,0.8,70.8,Alto
2024-04-22,Pantanal,22.8,29.8,51.1,6.6,4.4,0,0.8,54.3,Moderado
2024-04-23,Pantanal,26.9,31.5,52.5,3.6,0.9,0,0.8,56.9,Alto
2024-04-24,Pantanal,23.2,30.8,54.9,6.4,1.9,0,0.8,51.3,Moderado
2024-04-25,Pantanal,24.6,30.6,63.2,8.2,4.4,0,0.8,46.7,Moderado
2024-04-26,Pantanal,26.8,32.3,52.6,0.0,2.8,1,0.8,67.6,Alto
2024-04-27,Pantanal,26.3,32.7,40.4,0.0,3.3,2,0.8,77.2,Critico
2024-04-28,Pantanal,28.5,34.4,53.2,23.5,2.3,0,0.8,33.6,Moderado
2024-04-29,Pantanal,27.8,32.1,54.9,0.0,3.9,1,0.8,67.3,Alto
2024-04-30,Pantanal,27.0,31.8,58.5,0.0,2.1,2,0.8,64.2,Alto
2024-05-01,Pantanal,27.1,32.3,53.9,0.0,3.3,3,0.8,70.7,Alto
2024-05-02,Pantanal,29.1,33.9,51.1,2.4,2.6,0,0.8,65.8,Alto
2024-05-03,Pantanal,25.8,31.2,60.7,0.0,2.3,1,0.8,60.5,Alto
2024-05-04,Pantanal,24.7,32.3,46.4,0.0,1.8,2,0.8,71.4,Alto
2024-05-05,Pantanal,25.8,32.2,57.8,0.2,1.7,0,0.8,61.3,Alto
2024-05-06,Pantanal,27.3,33.0,54.7,0.0,0.4,1,0.8,64.8,Alto
2024-05-07,Pantanal,27.0,34.7,50.1,0.0,1.2,2,0.8,72.9,Alto
2024-05-08,Pantanal,28.6,33.7,37.4,0.0,3.1,3,0.8,82.0,Critico
2024-05-09,Pantanal,25.0,30.6,46.9,0.0,1.9,4,0.8,71.4,Alto
2024-05-10,Pantanal,27.0,31.4,52.7,3.9,1.1,0,0.8,56.4,Alto
2024-05-11,Pantanal,26.3,31.5,52.4,0.0,2.6,1,0.8,66.0,Alto
2024-05-12,Pantanal,27.3,33.6,51.1,0.0,2.5,2,0.8,72.0,Alto
2024-05-13,Pantanal,25.3,32.1,51.8,0.0,1.2,3,0.8,68.9,Alto
2024-05-14,Pantanal,31.7,37.3,61.5,25.1,2.8,0,0.8,32.4,Moderado
2024-05-15,Pantanal,23.9,30.1,57.3,0.0,3.4,1,0.8,61.7,Alto
2024-05-16,Pantanal,26.4,32.9,52.6,9.7,2.5,0,0.8,52.1,Moderado
2024-05-17,Pantanal,24.1,31.2,45.4,0.0,1.0,1,0.8,67.4,Alto
2024-05-18,Pantanal,30.3,35.7,52.7,0.0,2.1,2,0.8,74.4,Alto
2024-05-19,Pantanal,25.5,29.6,47.1,0.0,2.9,3,0.8,69.1,Alto
2024-05-20,Pantanal,26.4,34.2,36.0,0.0,3.9,4,0.8,86.2,Critico
2024-05-21,Pantanal,30.9,36.4,51.4,3.9,3.5,0,0.8,69.0,Alto
2024-05-22,Pantanal,27.6,32.6,55.2,0.0,3.7,1,0.8,67.8,Alto
2024-05-23,Pantanal,27.8,33.1,48.6,0.0,3.4,2,0.8,73.5,Alto
2024-05-24,Pantanal,28.2,35.1,44.2,0.3,1.3,0,0.8,73.4,Alto
2024-05-25,Pantanal,27.8,33.1,43.5,2.4,0.9,0,0.8,66.5,Alto
2024-05-26,Pantanal,28.3,34.1,49.1,0.0,4.1,1,0.8,74.3,Alto
2024-05-27,Pantanal,25.1,31.8,54.1,5.7,3.1,0,0.8,56.1,Alto
2024-05-28,Pantanal,27.4,34.8,45.0,11.7,1.4,0,0.8,55.4,Alto
2024-05-29,Pantanal,29.7,35.9,47.8,2.1,1.4,0,0.8,70.3,Alto
